iter	Logloss
216	0.4808812388
217	0.480575626
218	0.4802563867
219	0.4797528228
220	0.4792889296
221	0.4788796453
222	0.4782327254
223	0.477849693
224	0.4772127995
225	0.4767037075
226	0.4762207349
227	0.4756719771
228	0.4752551536
229	0.4747256292
230	0.4744015876
231	0.4741606496
232	0.4736799919
233	0.4730954711
234	0.4725490334
235	0.4721700043
236	0.4717729854
237	0.471367265
238	0.4709187662
239	0.4706794682
240	0.4702639684
241	0.4697973313
242	0.4693591741
243	0.4690434224
244	0.4685861452
245	0.4681296146
246	0.4676421661
247	0.4671535138
248	0.4668885031
249	0.4665239365
250	0.4659568949
251	0.465258306
252	0.4649281669
253	0.4645008665
254	0.4640426319
255	0.4636325784
256	0.4630435904
257	0.4627454539
258	0.4625983369
259	0.4621825066
260	0.4616718793
261	0.4612343717
262	0.4609408809
263	0.4605512286
264	0.4600829209
265	0.4597039174
266	0.4592981399
267	0.4589129246
268	0.4584578166
269	0.4581780569
270	0.4577772824
271	0.4575531489
272	0.4571076366
273	0.4566539585
274	0.4563589372
275	0.4561195097
276	0.4557572034
277	0.4553624086
278	0.4549588737
279	0.4545276024
280	0.4542586437
281	0.4538903328
282	0.4534737949
283	0.4530430619
284	0.4525970608
285	0.452156103
286	0.4518522533
287	0.4514397464
288	0.4510628322
289	0.4508316923
290	0.4503911174
291	0.4498670856
292	0.4495784348
293	0.4492548464
294	0.4490154437
295	0.4484722241
296	0.4479935503
297	0.4476170037
298	0.4473587416
299	0.4469757665
300	0.4467396616
301	0.4463247732
302	0.4461104032
303	0.4456918697
304	0.445229954
305	0.4447563898
306	0.444417234
307	0.4440445996
308	0.4437601834
309	0.4432844678
310	0.4430701191
311	0.442895832
312	0.4424676993
313	0.4422848209
314	0.4420115146
315	0.4416051751
316	0.4414180214
317	0.4410433893
318	0.4406682468
319	0.4404634474
320	0.4400342064
321	0.4396690999
322	0.4393738774
323	0.4389861413
324	0.4385201557
325	0.4382396856
326	0.4379449298
327	0.4375082153
328	0.437040435
329	0.4367139376
330	0.4364524849
331	0.4360665112
332	0.4356798269
333	0.4354221555
334	0.4350216838
335	0.4347802605
336	0.4344244947
337	0.4340009326
338	0.4336636648
339	0.4333219149
340	0.4330582455
341	0.4327604642
342	0.4323128532
343	0.4318917378
344	0.4316887126
345	0.431481319
346	0.4310862002
347	0.4306339824
348	0.4303926834
349	0.430088897
350	0.4297336901
351	0.4293767542
352	0.4289914152
353	0.4287528622
354	0.4285866793
355	0.4281697236
356	0.4279186648
357	0.4276257071
358	0.4273641657
359	0.4271703688
360	0.4268951295
361	0.426536657
362	0.4262071871
363	0.4258332829
364	0.4256099709
365	0.4253460651
366	0.4250018887
367	0.4246807263
368	0.4244791751
369	0.4241544991
370	0.4238960041
371	0.4235958782
372	0.4232747992
373	0.42289646
374	0.4225824308
375	0.4222778711
376	0.421971744
377	0.42175847
378	0.4215337234
379	0.4213421296
380	0.4210914443
381	0.4208559414
382	0.4206566838
383	0.4203626725
384	0.420075166
385	0.4198155996
386	0.4194296626
387	0.4190147101
388	0.4187477233
389	0.4184717891
390	0.4182324715
391	0.4179844252
392	0.4177840334
393	0.4175477329
394	0.4174209133
395	0.4171474215
396	0.4167732242
397	0.4165547825
398	0.416193625
399	0.416076549
400	0.4157768473
401	0.4156162992
402	0.41535286
403	0.4150218205
404	0.4149104212
405	0.4146933251
406	0.4144621764
407	0.4141466779
408	0.4138078033
409	0.4135216089
410	0.4132984109
411	0.4129259048
412	0.4127386513
413	0.4125848893
414	0.4123751177
415	0.4120835795
416	0.4119752817
417	0.4115738084
418	0.4112799301
419	0.4109620727
420	0.4108235793
421	0.4106009755
422	0.4103156201
423	0.4101364108
424	0.4098714026
425	0.4096500433
426	0.4093933146
427	0.4091660297
428	0.4089734719
429	0.4087960203
430	0.4085898869
431	0.4082731841
432	0.4079329752
433	0.4076329734
434	0.4075396934
435	0.4072490454
436	0.4069373501
437	0.4066208599
438	0.4062684329
439	0.4059970627
440	0.4057026717
441	0.4055123286
442	0.405290357
443	0.4050290669
444	0.4047210706
445	0.4044934637
446	0.4043379783
447	0.4041957042
448	0.403930945
449	0.4035911588
450	0.403250944
451	0.402963299
452	0.4027508225
453	0.4025329203
454	0.4023730612
455	0.4022045514
456	0.4019453426
457	0.4016506721
458	0.4013317539
459	0.401118635
460	0.4008224918
461	0.4005978315
462	0.4003354194
463	0.4000951367
464	0.3999485197
465	0.399769434
466	0.3995908285
467	0.3993683227
468	0.3991581997
469	0.3989298213
470	0.3987802455
471	0.3985255032
472	0.3983302738
473	0.3978969049
474	0.3977305597
475	0.3973967908
476	0.3971653523
477	0.397010878
478	0.3967227831
479	0.3964294838
480	0.3962367443
481	0.3958869338
482	0.3956147311
483	0.3953724087
484	0.3949976119
485	0.3946734831
486	0.3943942515
487	0.3942259095
488	0.3940708144
489	0.3939053931
490	0.3937050294
491	0.3935472342
492	0.3932664854
493	0.3930090297
494	0.3927314765
495	0.3924810994
496	0.392203533
497	0.3919834914
498	0.3918148942
499	0.3915240923
500	0.3913973416
501	0.3911282796
502	0.390869173
503	0.3907384472
504	0.3905329547
505	0.3902921191
506	0.3899968854
507	0.3898776946
508	0.3896292626
509	0.3893186239
510	0.3890706392
511	0.3888704206
512	0.3885658369
513	0.3882856387
514	0.3881879293
515	0.3878618197
516	0.3876900159
517	0.3874291692
518	0.3872507153
519	0.3869740167
520	0.3867022315
521	0.3864727999
522	0.3862990674
523	0.3861819026
524	0.3859299124
525	0.3857283809
526	0.3854953002
527	0.3853147153
528	0.3851642311
529	0.3849162339
530	0.3846436547
531	0.3844626777
532	0.3841527157
533	0.3840001544
534	0.3837789687
535	0.3836449562
536	0.3834212361
537	0.3831692926
538	0.3829185225
539	0.3827484338
540	0.3825764608
541	0.3823844233
542	0.3821691261
543	0.3820128661
544	0.3817510526
545	0.3814980317
546	0.3813277059
547	0.3811079066
548	0.3809471794
549	0.3807040908
550	0.3805111056
551	0.3803010682
552	0.3800727063
553	0.3799200812
554	0.3797831974
555	0.3795873746
556	0.3793996717
557	0.3792841847
558	0.3791004715
559	0.3787888352
560	0.3785511773
561	0.3784093419
562	0.3781105106
563	0.3780770259
564	0.3778283271
565	0.3775649855
566	0.3773538266
567	0.3772040454
568	0.3770794519
569	0.3768782102
570	0.3766837452
571	0.3764481965
572	0.376231756
573	0.3759793555
574	0.3758042499
575	0.3757093079
576	0.3754946533
577	0.3752381152
578	0.3750286587
579	0.3748173367
580	0.3746336102
581	0.374428271
582	0.3742696698
583	0.3741456236
584	0.3738585665
585	0.3736769062
586	0.3735419361
587	0.3733039585
588	0.3731205907
589	0.3729837298
590	0.3728740251
591	0.3727022367
592	0.3725101215
593	0.3723629816
594	0.3721422177
595	0.3719883574
596	0.3716447255
597	0.3714568721
598	0.3712332524
599	0.3709774121
600	0.3708317375
601	0.3707048501
602	0.370581861
603	0.3704961522
604	0.3703167131
605	0.37005286
606	0.3697870431
607	0.3696187434
608	0.3694010383
609	0.3692838701
610	0.3691644043
611	0.3690061245
612	0.3688062333
613	0.3686018729
614	0.3683821185
615	0.3680862153
616	0.3679441965
617	0.3677502814
618	0.36750104
619	0.3672764583
620	0.3671362579
621	0.3669121043
622	0.3666948943
623	0.3665988905
624	0.366416525
625	0.3661449919
626	0.365920709
627	0.3657826615
628	0.3656719524
629	0.365432505
630	0.3652222485
631	0.3651046197
632	0.3649681148
633	0.3648427178
634	0.3646675612
635	0.3645081884
636	0.3643748798
637	0.364213913
638	0.3640046085
639	0.3638194075
640	0.3636831927
641	0.3634710711
642	0.3632716334
643	0.3632010566
644	0.3630830457
645	0.3629327721
646	0.3627664721
647	0.3625630847
648	0.3623679943
649	0.3622359724
650	0.3620896677
651	0.3619457847
652	0.3617312947
653	0.3616388441
654	0.3615293761
655	0.3614201327
656	0.3613375125
657	0.3612110482
658	0.3610668543
659	0.3609409918
660	0.3608624555
661	0.3606051362
662	0.3604083139
663	0.3602574027
664	0.3600331965
665	0.3597836115
666	0.3596937291
667	0.3595211573
668	0.3593077745
669	0.3591885347
670	0.3589897346
671	0.3588144974
672	0.3586901179
673	0.3585194128
674	0.3583119808
675	0.3582586621
676	0.358078937
677	0.3578613358
678	0.357760466
679	0.3576313415
680	0.3573326129
681	0.3571061576
682	0.3570155363
683	0.3568924986
684	0.3567210098
685	0.3564257315
686	0.3562304567
687	0.3561022971
688	0.3558461597
689	0.3557761421
690	0.3555268331
691	0.3552706415
692	0.3550823614
693	0.3549928947
694	0.3548093371
695	0.3546431519
696	0.3544345351
697	0.3542061264
698	0.3540746424
699	0.3539947777
700	0.3538896518
701	0.3537339527
702	0.3535490765
703	0.3534539259
704	0.3534178947
705	0.3532380501
706	0.3530767464
707	0.3528937577
708	0.3527598629
709	0.352569743
710	0.3523650059
711	0.3521285997
712	0.3519291466
713	0.3516982199
714	0.3515886848
715	0.3514362358
716	0.3512945521
717	0.3512086214
718	0.350999362
719	0.350778614
720	0.3505280117
721	0.3503343422
722	0.3501529058
723	0.3500664527
724	0.3499329132
725	0.3498939496
726	0.3497161331
727	0.349547528
728	0.3494488419
729	0.3492572905
730	0.3491513073
731	0.3489733313
732	0.3487862704
733	0.3485648043
734	0.3484974184
735	0.348280066
736	0.3481703634
737	0.3479747709
738	0.3478080272
739	0.3477208596
740	0.3475954439
741	0.3474569
742	0.3472716975
743	0.3470828943
744	0.3468125103
745	0.3466612296
746	0.3465509688
747	0.3464022079
748	0.3462935742
749	0.3460479476
750	0.3459135875
751	0.3458116482
752	0.3456584656
753	0.3454198147
754	0.3452715475
755	0.345167078
756	0.345074006
757	0.3449596163
758	0.344784416
759	0.3446460804
760	0.3445909905
761	0.3444891748
762	0.3442973812
763	0.3441760075
764	0.3439882141
765	0.3438347357
766	0.3437406614
767	0.3435916471
768	0.3433931602
769	0.3433046963
770	0.3431362529
771	0.3430024608
772	0.3428533703
773	0.3426224285
774	0.3423212636
775	0.342141175
776	0.3419587431
777	0.3418423175
778	0.3417107589
779	0.3415583837
780	0.341419705
781	0.3412551004
782	0.3410968958
783	0.3410069269
784	0.3409077782
785	0.3407742367
786	0.3406244881
787	0.3405198859
788	0.3403783789
789	0.3402250397
790	0.3401254839
791	0.3400398715
792	0.3399304818
793	0.3398666847
794	0.3396707195
795	0.3396197795
796	0.3394791579
797	0.3393255241
798	0.3391803378
799	0.3390183263
800	0.3388832736
801	0.3388226796
802	0.3386779638
803	0.338513939
804	0.3384015153
805	0.3382025672
806	0.3379941732
807	0.337865987
808	0.3377550175
809	0.3376249539
810	0.3374237025
811	0.3373251098
812	0.3372409885
813	0.3371131931
814	0.3369993397
815	0.3368504359
816	0.3367308198
817	0.3365555753
818	0.3363974911
819	0.3362947774
820	0.3360805012
821	0.3358412208
822	0.3357176838
823	0.3356101142
824	0.3354647208
825	0.3353570763
826	0.3352305117
827	0.335122406
828	0.3349493537
829	0.3347764019
830	0.3346134886
831	0.3344643451
832	0.3343308223
833	0.3341804882
834	0.3340435883
835	0.3339607511
836	0.3338142985
837	0.333679885
838	0.3334936247
839	0.3333592422
840	0.3331353385
841	0.3330457969
842	0.3328702243
843	0.3327039587
844	0.3325683112
845	0.3324563199
846	0.3323325174
847	0.3322361191
848	0.332162921
849	0.3320558834
850	0.3319446445
851	0.3317710279
852	0.3315895463
853	0.3314388748
854	0.3313313574
855	0.3311134693
856	0.3310710491
857	0.3310111725
858	0.3308173993
859	0.3306011755
860	0.3304941678
861	0.3303912052
862	0.3302486371
863	0.3301397876
864	0.3300180833
865	0.3299532364
866	0.329859781
867	0.3296322972
868	0.3294266912
869	0.3293540993
870	0.3292565046
871	0.3291487861
872	0.3290868563
873	0.3289140942
874	0.3288200346
875	0.3286769995
876	0.3285815285
877	0.3284658098
878	0.3283497159
879	0.3282685842
880	0.328118214
881	0.3280035961
882	0.3277881671
883	0.327690475
884	0.3276312619
885	0.327452897
886	0.3273145657
887	0.3271238953
888	0.3269825082
889	0.3267892179
890	0.3266739506
891	0.3265346963
892	0.3264652094
893	0.3262989256
894	0.3262264632
895	0.3260990164
896	0.3260214486
897	0.325836787
898	0.3256944161
899	0.3254916704
900	0.3253130162
901	0.3252080805
902	0.3251108669
903	0.324940375
904	0.3248074098
905	0.3246829641
906	0.3245343845
907	0.3244104801
908	0.3243486514
909	0.3242206284
910	0.3240975186
911	0.3240136941
912	0.3239310503
913	0.3237998364
914	0.3237217788
915	0.3235595275
916	0.323384857
917	0.3232590007
918	0.3231877698
919	0.3231255872
920	0.3230633123
921	0.3228834999
922	0.3226443162
923	0.3224870847
924	0.322366116
925	0.3222614726
926	0.3221753138
927	0.3220318907
928	0.3218544121
929	0.3217358108
930	0.3216884164
931	0.321602045
932	0.3214676647
933	0.3213059416
934	0.3212034915
935	0.3211296462
936	0.3210798039
937	0.3209318085
938	0.3207595529
939	0.3204855935
940	0.3203029653
941	0.3201635384
942	0.3200675768
943	0.3199596752
944	0.3197564734
945	0.3196393203
946	0.3195222767
947	0.3194039964
948	0.3192663447
949	0.3190815221
950	0.3189532408
951	0.3188398859
952	0.3187420215
953	0.3186115822
954	0.318544681
955	0.3183909568
956	0.3182834317
957	0.3181260856
958	0.3178928781
959	0.317732192
960	0.3175687361
961	0.3174320966
962	0.3173269189
963	0.3172732427
964	0.3171652135
965	0.3169650543
966	0.3168777789
967	0.3168279188
968	0.3166808395
969	0.3165806875
970	0.316473892
971	0.3163705255
972	0.3162086019
973	0.3160906367
974	0.3158252262
975	0.3156693131
976	0.3156637581
977	0.3156216661
978	0.3155643756
979	0.3153577
980	0.3153081611
981	0.3152134746
982	0.315095506
983	0.314836689
984	0.3146879303
985	0.3145828264
986	0.3143725935
987	0.3142269615
988	0.3140876583
989	0.3139999805
990	0.313766771
991	0.3136507312
992	0.313590501
993	0.3134683362
994	0.3133162004
995	0.3132190576
996	0.3131561329
997	0.312979405
998	0.3128707956
999	0.3128019948
1000	0.3126856503
1001	0.3124445687
1002	0.3123298926
1003	0.3122543388
1004	0.3121479121
1005	0.312026934
1006	0.3119160019
1007	0.3117359768
1008	0.3117074884
1009	0.3115865173
1010	0.3115338508
1011	0.3114629733
1012	0.3112918254
1013	0.3111978992
1014	0.3110811264
1015	0.3109620712
1016	0.3107906932
1017	0.3106289375
1018	0.3105010842
1019	0.3103600086
1020	0.3102597395
1021	0.3101599485
1022	0.3100346173
1023	0.309909075
1024	0.3098538587
1025	0.3097381967
1026	0.3095310884
1027	0.3094237128
1028	0.3093924926
1029	0.309233528
1030	0.3090886173
1031	0.3090238114
1032	0.3088908759
1033	0.3087209594
1034	0.3086625664
1035	0.3085596337
1036	0.308465039
1037	0.3082987019
1038	0.3081708667
1039	0.3081083142
1040	0.307956987
1041	0.3077740781
1042	0.3076571055
1043	0.3074994608
1044	0.3073434911
1045	0.3071868406
1046	0.3071211658
1047	0.3069958919
1048	0.3067956438
1049	0.3067222013
1050	0.3065849659
1051	0.3064470396
1052	0.3063456434
1053	0.3061291884
1054	0.3060514068
1055	0.3059838456
1056	0.3058942953
1057	0.3057488659
1058	0.3056675278
1059	0.30552853
1060	0.3054014226
1061	0.3052937393
1062	0.3051965317
1063	0.3051185003
1064	0.3049894773
1065	0.3049291987
1066	0.304865051
1067	0.3047763353
1068	0.304695135
1069	0.3045343437
1070	0.3043974099
1071	0.3042441232
1072	0.3040959791
1073	0.3039923424
1074	0.3039375026
1075	0.3038591803
1076	0.3037311086
1077	0.3036436557
1078	0.3035369674
1079	0.3033596691
1080	0.303209082
1081	0.3030863352
1082	0.3029555264
1083	0.3028915294
1084	0.3027760148
1085	0.3027038066
1086	0.302481699
1087	0.3023282362
1088	0.3022158249
1089	0.302071529
1090	0.3019616219
1091	0.3018036438
1092	0.3016808369
1093	0.3015379411
1094	0.301410055
1095	0.3012488114
1096	0.3011586369
1097	0.3009732592
1098	0.3009070896
1099	0.300712008
1100	0.3005748605
1101	0.3004519753
1102	0.3002605766
1103	0.3001222486
1104	0.3000183558
1105	0.2999555331
1106	0.2998548299
1107	0.2998005975
1108	0.2996787376
1109	0.2996018693
1110	0.2994636128
1111	0.299309857
1112	0.2992009567
1113	0.299114924
1114	0.2990339909
1115	0.2989410147
1116	0.2988835989
1117	0.2987464517
1118	0.2986372877
1119	0.2985489526
1120	0.2984603663
1121	0.2983655637
1122	0.2982444967
1123	0.2981003761
1124	0.2979838944
1125	0.2979137781
1126	0.2978659708
1127	0.2977252927
1128	0.2976225547
1129	0.2975587614
1130	0.29745154
1131	0.2972855469
1132	0.29715699
1133	0.2970501963
1134	0.2969475464
1135	0.2968067086
1136	0.2967585041
1137	0.2966657917
1138	0.2965758665
1139	0.2964529481
1140	0.2963620667
1141	0.2962291351
1142	0.2961543353
1143	0.296064096
1144	0.2960094354
1145	0.2959450127
1146	0.2958268233
1147	0.2957488963
1148	0.2956524703
1149	0.2954976004
1150	0.2953873818
1151	0.2952242248
1152	0.2951652673
1153	0.2949672439
1154	0.2948715966
1155	0.2947589193
1156	0.2946662838
1157	0.2946204749
1158	0.2944875748
1159	0.2944147945
1160	0.2943143262
1161	0.2942293739
1162	0.2941337123
1163	0.2939566704
1164	0.2937944225
1165	0.2937453404
1166	0.2936281451
1167	0.293438879
1168	0.2932574042
1169	0.2931954404
1170	0.2931354572
1171	0.2930416208
1172	0.2928884523
1173	0.2927670122
1174	0.2926576108
1175	0.292560478
1176	0.2924596824
1177	0.2922952646
1178	0.2921504212
1179	0.2920793928
1180	0.291983456
1181	0.2919205661
1182	0.2917460806
1183	0.2916266838
1184	0.2915650718
1185	0.2914186491
1186	0.291346467
1187	0.2911996181
1188	0.2911285755
1189	0.2910113129
1190	0.290845089
1191	0.2907083161
1192	0.2906179907
1193	0.290529809
1194	0.2904532747
1195	0.2903896632
1196	0.2901970123
1197	0.2901732699
1198	0.2900327971
1199	0.2899610872
1200	0.2898591099
1201	0.2897877048
1202	0.2897193897
1203	0.2896729899
1204	0.2894907831
1205	0.2894420451
1206	0.2894015398
1207	0.2893576098
1208	0.289257572
1209	0.2892000154
1210	0.2891413934
1211	0.2889947677
1212	0.2889341104
1213	0.2887870751
1214	0.2886336867
1215	0.2885442468
1216	0.2883897641
1217	0.2883451549
1218	0.2882892488
1219	0.2882134812
1220	0.2880318991
1221	0.2879166839
1222	0.2877662827
1223	0.2876411761
1224	0.2875452617
1225	0.2874469937
1226	0.2872767441
1227	0.2871598389
1228	0.2870807551
1229	0.2869760438
1230	0.2868492193
1231	0.2867157806
1232	0.2866777803
1233	0.2865570077
1234	0.2865028982
1235	0.2864070884
1236	0.2863732586
1237	0.2863048694
1238	0.2862728491
1239	0.2861438961
1240	0.2860411073
1241	0.2859996737
1242	0.2858920617
1243	0.2857781594
1244	0.2856229066
1245	0.2855563657
1246	0.2854324109
1247	0.2853417741
1248	0.2852140959
1249	0.2851602433
1250	0.2850969483
1251	0.2849939588
1252	0.2849392026
1253	0.2848144399
1254	0.2847122323
1255	0.2846044351
1256	0.2844489711
1257	0.2843712361
1258	0.2843296089
1259	0.2842420336
1260	0.2840985117
1261	0.2839628492
1262	0.2838517356
1263	0.2836783001
1264	0.2835808908
1265	0.2833768764
1266	0.2832909225
1267	0.2831829065
1268	0.2830737856
1269	0.2830013482
1270	0.2829857424
1271	0.2828694969
1272	0.2826952672
1273	0.2825860784
1274	0.2824994436
1275	0.2823583962
1276	0.2821773257
1277	0.2821247599
1278	0.2820164905
1279	0.2819594905
1280	0.2818775621
1281	0.2817319072
1282	0.281637234
1283	0.2815000336
1284	0.281444021
1285	0.2813964363
1286	0.2812644403
1287	0.2811412573
1288	0.2810384971
1289	0.2809736664
1290	0.2808771534
1291	0.2807651961
1292	0.2807051599
1293	0.2806507767
1294	0.2805229916
1295	0.2804427969
1296	0.2803312287
1297	0.2802260766
1298	0.2801591585
1299	0.280052025
1300	0.2799300613
1301	0.2798037493
1302	0.2796724951
1303	0.2795367591
1304	0.2795068441
1305	0.2793922712
1306	0.2793057798
1307	0.2792005973
1308	0.2790353841
1309	0.2789724482
1310	0.2788917764
1311	0.2788206487
1312	0.2787420378
1313	0.2786646589
1314	0.2785865707
1315	0.27852758
1316	0.2784141604
1317	0.2783290924
1318	0.2782185663
1319	0.2781258739
1320	0.2780624687
1321	0.2780020778
1322	0.2778848135
1323	0.2778081316
1324	0.2776730698
1325	0.2775502572
1326	0.2774457889
1327	0.277394641
1328	0.2773182402
1329	0.2772254084
1330	0.2771536519
1331	0.2770815537
1332	0.277013222
1333	0.2769281217
1334	0.2767669277
1335	0.2766482224
1336	0.2764900948
1337	0.2763181347
1338	0.2761750408
1339	0.2760569355
1340	0.2759695964
1341	0.2758761703
1342	0.2757379523
1343	0.2756383539
1344	0.2755711331
1345	0.2754783623
1346	0.2753675003
1347	0.275239512
1348	0.2751485448
1349	0.2750351239
1350	0.2748920535
1351	0.2748090158
1352	0.2746789519
1353	0.2745822592
1354	0.2744808612
1355	0.2744124867
1356	0.2743083752
1357	0.2741826905
1358	0.2740856883
1359	0.2740030634
1360	0.2739462312
1361	0.2738261226
1362	0.2737238537
1363	0.2736124504
1364	0.2734958799
1365	0.2734450013
1366	0.2734326127
1367	0.2733858434
1368	0.2732690719
1369	0.2731375926
1370	0.2730660105
1371	0.2730068909
1372	0.2728456801
1373	0.2727363526
1374	0.2726472766
1375	0.2725753484
1376	0.2724651357
1377	0.2723386155
1378	0.272276676
1379	0.272214351
1380	0.2721548445
1381	0.2721150537
1382	0.2720429476
1383	0.2719350516
1384	0.2718655331
1385	0.2717482202
1386	0.2716617006
1387	0.2715829961
1388	0.2714585423
1389	0.2713524878
1390	0.2712685456
1391	0.2711676013
1392	0.2710643639
1393	0.2709869769
1394	0.2709081997
1395	0.2708375109
1396	0.2707453427
1397	0.2705518968
1398	0.2704917713
1399	0.270375036
1400	0.2702907749
1401	0.2702249873
1402	0.2701653397
1403	0.270051644
1404	0.2699881967
1405	0.2699362237
1406	0.2698085745
1407	0.2697197948
1408	0.2696565773
1409	0.269560506
1410	0.2694626467
1411	0.2694101574
1412	0.2692464686
1413	0.2691615691
1414	0.269074682
1415	0.2689282476
1416	0.2687831169
1417	0.2687079001
1418	0.2685943074
1419	0.2685457737
1420	0.2684078349
1421	0.2683268922
1422	0.2682100963
1423	0.2681144462
1424	0.2679897111
1425	0.2678650535
1426	0.2677971081
1427	0.2677320678
1428	0.2676090142
1429	0.2675387449
1430	0.2674493622
1431	0.2673090274
1432	0.2672296031
1433	0.2671074689
1434	0.267026752
1435	0.2669177106
1436	0.2668252882
1437	0.2668073817
1438	0.2667776877
1439	0.2666762788
1440	0.2665998251
1441	0.2664301306
1442	0.2663637077
1443	0.26629767
1444	0.2662256314
1445	0.2661720188
1446	0.2660561379
1447	0.2659392045
1448	0.2658467581
1449	0.2657797957
1450	0.2657315694
1451	0.2656547784
1452	0.2655899693
1453	0.2655206754
1454	0.265400137
1455	0.2653277548
1456	0.2652920248
1457	0.265230826
1458	0.2651557441
1459	0.2650964677
1460	0.2650099178
1461	0.2649652598
1462	0.2648553299
1463	0.2647727528
1464	0.2647119714
1465	0.2646538511
1466	0.2645536317
1467	0.2644594777
1468	0.2643607858
1469	0.2643057892
1470	0.264207235
1471	0.2641343806
1472	0.2640174723
1473	0.2638690873
1474	0.2637904302
1475	0.2636691581
1476	0.2635257996
1477	0.2634559676
1478	0.2634007223
1479	0.2633238577
1480	0.2632200168
1481	0.2631141054
1482	0.2630542013
1483	0.2630049505
1484	0.2629170044
1485	0.2627790458
1486	0.2626799953
1487	0.2625421617
1488	0.2624223155
1489	0.2623440162
1490	0.262253296
1491	0.2621504813
1492	0.2621001053
1493	0.2620570916
1494	0.2619647897
1495	0.2618436119
1496	0.2616861991
1497	0.2616091765
1498	0.2615143076
1499	0.2614567566
1500	0.2613410564
1501	0.2612711327
1502	0.2611979657
1503	0.2611080255
1504	0.260985749
1505	0.2609538989
1506	0.2608474061
1507	0.2608041742
1508	0.2607178075
1509	0.2606771203
1510	0.2606309441
1511	0.2605916661
