iter	Logloss
1512	0.2604981796
1513	0.2603858612
1514	0.260297076
1515	0.2602469824
1516	0.2600897038
1517	0.2600524568
1518	0.2599827254
1519	0.2599249254
1520	0.2598678221
1521	0.2598221445
1522	0.2597303638
1523	0.2596623044
1524	0.2595553726
1525	0.2594510278
1526	0.259430032
1527	0.2593195192
1528	0.2592376214
1529	0.2591031424
1530	0.25906309
1531	0.2589737717
1532	0.2588881496
1533	0.2588169928
1534	0.2587182509
1535	0.2586688428
1536	0.2585939966
1537	0.2584922081
1538	0.2583462756
1539	0.2582842385
1540	0.2581758681
1541	0.2581128508
1542	0.2580413456
1543	0.2579197023
1544	0.2578800702
1545	0.2577703973
1546	0.2576263724
1547	0.2575012532
1548	0.2574422151
1549	0.257318165
1550	0.2572256066
1551	0.2571387737
1552	0.2570335492
1553	0.2569247412
1554	0.2568079645
1555	0.2566067753
1556	0.2565308304
1557	0.2564284725
1558	0.2563558647
1559	0.2562541418
1560	0.2561782164
1561	0.2561185808
1562	0.2560422768
1563	0.2559886955
1564	0.2559067424
1565	0.2558717148
1566	0.2558444176
1567	0.2556963314
1568	0.2556049963
1569	0.2555259667
1570	0.255466603
1571	0.2553682968
1572	0.2552918027
1573	0.2551815731
1574	0.2551345096
1575	0.2551026084
1576	0.2550483273
1577	0.2550371879
1578	0.2549133563
1579	0.2548366105
1580	0.2547168388
1581	0.2546576596
1582	0.2545736585
1583	0.2543979978
1584	0.2542643948
1585	0.2541721182
1586	0.2540571727
1587	0.2539768208
1588	0.2538829167
1589	0.2537364713
1590	0.2536574682
1591	0.2536055646
1592	0.253542402
1593	0.2533826044
1594	0.2532972162
1595	0.2532262334
1596	0.2531302872
1597	0.2530548919
1598	0.2530040527
1599	0.2529325783
1600	0.2528676527
1601	0.2527953965
1602	0.2527504947
1603	0.2526587125
1604	0.2525999346
1605	0.2525296616
1606	0.2524863185
1607	0.2523870029
1608	0.2522771724
1609	0.2522152621
1610	0.2521503547
1611	0.2520734046
1612	0.251990585
1613	0.2519146369
1614	0.2518427344
1615	0.2518140891
1616	0.2516897794
1617	0.2515627838
1618	0.2514979279
1619	0.2514124404
1620	0.2513055553
1621	0.2512286562
1622	0.251177091
1623	0.2510831676
1624	0.2509586183
1625	0.2509009414
1626	0.2508390046
1627	0.2507450138
1628	0.2506917851
1629	0.2505903503
1630	0.2504960602
1631	0.2503774987
1632	0.2503069169
1633	0.25015569
1634	0.2501178779
1635	0.2500449626
1636	0.249957592
1637	0.249905777
1638	0.2498272035
1639	0.2497631777
1640	0.2497173824
1641	0.2496214191
1642	0.2495213004
1643	0.2494458503
1644	0.2493966334
1645	0.2492751288
1646	0.2492291977
1647	0.2491806319
1648	0.2490814325
1649	0.2490367627
1650	0.2490029218
1651	0.2488984043
1652	0.248829572
1653	0.2487213408
1654	0.2486510408
1655	0.2485742955
1656	0.2484368063
1657	0.2483062036
1658	0.2482137884
1659	0.2481214036
1660	0.2480910901
1661	0.2480708648
1662	0.2480199111
1663	0.2479695336
1664	0.2478784819
1665	0.247819562
1666	0.2477638381
1667	0.2476563167
1668	0.2476072281
1669	0.2475403885
1670	0.2474675721
1671	0.2473098283
1672	0.2472028212
1673	0.2470859808
1674	0.2470628361
1675	0.247000976
1676	0.2469155557
1677	0.246833516
1678	0.2467871178
1679	0.2467051072
1680	0.2466518549
1681	0.2464612175
1682	0.2463919892
1683	0.2463142523
1684	0.246175155
1685	0.24604532
1686	0.2459558786
1687	0.2458041712
1688	0.245707614
1689	0.2456249664
1690	0.2455156682
1691	0.2454127185
1692	0.245218657
1693	0.2450727966
1694	0.2450125523
1695	0.2449019213
1696	0.2448563501
1697	0.2447806243
1698	0.2446040315
1699	0.2445337078
1700	0.2444741297
1701	0.2443280059
1702	0.2442878234
1703	0.2442126116
1704	0.2441328815
1705	0.24406424
1706	0.2439563911
1707	0.243884813
1708	0.2438693376
1709	0.2438110323
1710	0.2437242316
1711	0.2436509651
1712	0.243579493
1713	0.2435048675
1714	0.2433827054
1715	0.243302987
1716	0.2432496519
1717	0.2431390921
1718	0.243031827
1719	0.2429659038
1720	0.2428669945
1721	0.242844163
1722	0.242731938
1723	0.2426565224
1724	0.242586334
1725	0.2424818741
1726	0.242392162
1727	0.2422707576
1728	0.2421896151
1729	0.2421026856
1730	0.241984812
1731	0.2418541708
1732	0.2418041653
1733	0.2416900294
1734	0.2416397671
1735	0.2416130218
1736	0.2415431209
1737	0.2414485788
1738	0.2413774437
1739	0.2412753345
1740	0.2411534449
1741	0.2410810961
1742	0.2409811258
1743	0.2409477099
1744	0.2408675563
1745	0.240811294
1746	0.2407292222
1747	0.2406344577
1748	0.2405326827
1749	0.2404418064
1750	0.2403503947
1751	0.2403111368
1752	0.2402692484
1753	0.2401869494
1754	0.2400882979
1755	0.2400030002
1756	0.2399102349
1757	0.2398343487
1758	0.2397565444
1759	0.2396272643
1760	0.2395099103
1761	0.2394572202
1762	0.2394364496
1763	0.2394151532
1764	0.2392946694
1765	0.2392210699
1766	0.2391592539
1767	0.2391105
1768	0.2389938994
1769	0.2389634813
1770	0.2388965205
1771	0.2388054765
1772	0.2386763319
1773	0.2386021815
1774	0.238506484
1775	0.2384447757
1776	0.2384207858
1777	0.2382564787
1778	0.238138101
1779	0.2380841697
1780	0.2380115366
1781	0.2379524821
1782	0.2378089742
1783	0.2377427011
1784	0.2376312652
1785	0.237602753
1786	0.2375508458
1787	0.2374901082
1788	0.2374391839
1789	0.2373373072
1790	0.2372657711
1791	0.2372235433
1792	0.2371141069
1793	0.2370366467
1794	0.2369849557
1795	0.2369410604
1796	0.2368565386
1797	0.2367863162
1798	0.2366488937
1799	0.2364916244
1800	0.236361676
1801	0.2362654764
1802	0.2361845525
1803	0.2360725979
1804	0.2359530064
1805	0.2358473014
1806	0.2357535437
1807	0.235687525
1808	0.2356171949
1809	0.2355903236
1810	0.2355094843
1811	0.2354569885
1812	0.2353484286
1813	0.235276626
1814	0.2352190822
1815	0.2351484508
1816	0.2350440398
1817	0.2349589542
1818	0.234870941
1819	0.2347918319
1820	0.2347050126
1821	0.2346305631
1822	0.2345093668
1823	0.2344531225
1824	0.2343688005
1825	0.2343105208
1826	0.2342418621
1827	0.2341863113
1828	0.2341150533
1829	0.2340338998
1830	0.233989467
1831	0.2339024383
1832	0.2338469306
1833	0.2337544261
1834	0.2337117867
1835	0.2335689251
1836	0.2334366452
1837	0.2333294903
1838	0.2332402934
1839	0.2331347303
1840	0.2330191459
1841	0.232955581
1842	0.2328389228
1843	0.232758778
1844	0.2327234851
1845	0.2326467151
1846	0.2326012718
1847	0.2325030191
1848	0.2324199984
1849	0.2323097519
1850	0.2322148807
1851	0.2321566908
1852	0.2320642141
1853	0.2319872154
1854	0.2319224566
1855	0.2318473813
1856	0.2317742036
1857	0.2316714499
1858	0.2315381692
1859	0.231426578
1860	0.2313249771
1861	0.2312236136
1862	0.2311396004
1863	0.2310877055
1864	0.2309806496
1865	0.2308751879
1866	0.2307578022
1867	0.2306914711
1868	0.2306449602
1869	0.2305757872
1870	0.2305102633
1871	0.2304471456
1872	0.2304050238
1873	0.230324047
1874	0.2302060496
1875	0.2300838426
1876	0.2300142396
1877	0.2299154056
1878	0.2298281309
1879	0.2297236756
1880	0.2296782172
1881	0.2295822869
1882	0.2295245229
1883	0.2294522118
1884	0.2293831561
1885	0.2293694447
1886	0.2293097383
1887	0.2292333473
1888	0.2291804607
1889	0.2290930923
1890	0.2290204133
1891	0.2289702148
1892	0.2288993243
1893	0.2288271243
1894	0.2287915904
1895	0.2287262799
1896	0.2286312471
1897	0.2284926338
1898	0.2284148687
1899	0.2283268151
1900	0.2282578469
1901	0.2281201144
1902	0.2280530607
1903	0.2279959208
1904	0.2279213794
1905	0.2278323128
1906	0.2277622119
1907	0.2277007081
1908	0.2276011607
1909	0.2275102902
1910	0.2274349213
1911	0.2273623861
1912	0.2272696061
1913	0.2271893948
1914	0.2271299747
1915	0.2270867714
1916	0.2270539847
1917	0.2269109626
1918	0.2268312192
1919	0.2267627628
1920	0.2266991149
1921	0.2266601079
1922	0.2265611336
1923	0.2265064928
1924	0.2264744025
1925	0.2264428461
1926	0.2263181822
1927	0.2262111679
1928	0.2261576884
1929	0.2261347872
1930	0.2260477967
1931	0.2259621286
1932	0.2258823263
1933	0.225780512
1934	0.2256977525
1935	0.2256302821
1936	0.2255660844
1937	0.2254955656
1938	0.2253564691
1939	0.2253308158
1940	0.2252135128
1941	0.2251158839
1942	0.2249945901
1943	0.2248841225
1944	0.2248382161
1945	0.224792087
1946	0.2247590428
1947	0.2247231868
1948	0.2246277031
1949	0.2245720077
1950	0.2245167313
1951	0.224474832
1952	0.2244287316
1953	0.224381041
1954	0.224272236
1955	0.2242036038
1956	0.2241665037
1957	0.224110129
1958	0.2240778358
1959	0.2240461542
1960	0.2239677257
1961	0.2238840004
1962	0.2237884886
1963	0.2237011659
1964	0.2236484166
1965	0.2235881666
1966	0.2234948039
1967	0.2234338402
1968	0.2233718918
1969	0.2232767188
1970	0.2231636952
1971	0.223076696
1972	0.2229313173
1973	0.2228626931
1974	0.2227826685
1975	0.2226451542
1976	0.2225863334
1977	0.2225219597
1978	0.2223520813
1979	0.2222883221
1980	0.2221951256
1981	0.2221000866
1982	0.2219842227
1983	0.2219260519
1984	0.221861076
1985	0.2217376847
1986	0.2216260615
1987	0.2215407672
1988	0.2214838104
1989	0.221403554
1990	0.2213534325
1991	0.2212534399
1992	0.2211794184
1993	0.2210773561
1994	0.2210406899
1995	0.2209662349
1996	0.2208738153
1997	0.2208349747
1998	0.2207940064
1999	0.2206841711
2000	0.2205953816
2001	0.2204264366
2002	0.2202971981
2003	0.2201976766
2004	0.2201227945
2005	0.2200468592
2006	0.2199385738
2007	0.2198432871
2008	0.2197125607
2009	0.2196297524
2010	0.2195150201
2011	0.2193844274
2012	0.2193197584
2013	0.2192774514
2014	0.219162338
2015	0.2190859563
2016	0.2189853482
2017	0.2189221957
2018	0.2188608373
2019	0.2187854165
2020	0.2186864943
2021	0.2186236388
2022	0.2185635063
2023	0.2185194725
2024	0.2184606153
2025	0.2184190852
2026	0.2183402424
2027	0.2182787297
2028	0.2181770797
2029	0.2180982608
2030	0.2180644767
2031	0.2179772533
2032	0.2178770455
2033	0.2178009837
2034	0.2177396097
2035	0.2176671395
2036	0.2176182403
2037	0.2175500069
2038	0.2174587487
2039	0.2174253987
2040	0.2173948196
2041	0.2173039237
2042	0.2172241051
2043	0.2171483784
2044	0.2170465213
2045	0.2169677977
2046	0.2168825962
2047	0.2168211931
2048	0.216770325
2049	0.2167235709
2050	0.2166538367
2051	0.2165955879
2052	0.2165235196
2053	0.2164613335
2054	0.2163560853
2055	0.2162935193
2056	0.216231959
2057	0.2161564165
2058	0.2161078103
2059	0.2160548724
2060	0.216011178
2061	0.2159583593
2062	0.2158888031
2063	0.2158041388
2064	0.2157263872
2065	0.2156868157
2066	0.2156218903
2067	0.2155038754
2068	0.2154721582
2069	0.21535895
2070	0.2152445851
2071	0.2151548899
2072	0.2150951721
2073	0.2150297725
2074	0.2149497589
2075	0.2148515702
2076	0.2147758449
2077	0.2146861404
2078	0.21460695
2079	0.2144680168
2080	0.2143924948
2081	0.2143622936
2082	0.2142340193
2083	0.2141395209
2084	0.2141062971
2085	0.2140343197
2086	0.2139931508
2087	0.2138981153
2088	0.2138108671
2089	0.2137471824
2090	0.2136734202
2091	0.2135981472
2092	0.2135233184
2093	0.2134516283
2094	0.2133920216
2095	0.2133102875
2096	0.2132660196
2097	0.2131894748
2098	0.2131293906
2099	0.2130419329
2100	0.2129637391
2101	0.2129116331
2102	0.212872348
2103	0.2128219088
2104	0.212744482
2105	0.212666421
2106	0.2126187359
2107	0.2125213371
2108	0.2124656936
2109	0.2124093405
2110	0.212320946
2111	0.2122691614
2112	0.2122278959
2113	0.2121614872
2114	0.2120919525
2115	0.2120205141
2116	0.211952072
2117	0.2118855205
2118	0.2118119207
2119	0.2117643345
2120	0.2116523088
2121	0.2116140048
2122	0.2115657132
2123	0.2115121377
2124	0.2114394965
2125	0.2113458358
2126	0.2112365301
2127	0.2111772736
2128	0.211096011
2129	0.2109961668
2130	0.210980974
2131	0.2109634738
2132	0.2108903322
2133	0.210754704
2134	0.2106679495
2135	0.2105811854
2136	0.2105166443
2137	0.2104611193
2138	0.2104160886
2139	0.2103363614
2140	0.2102867293
2141	0.2102552016
2142	0.2101603142
2143	0.2101338832
2144	0.210060297
2145	0.209979241
2146	0.2099061038
2147	0.2098504558
2148	0.2097391726
2149	0.2097083723
2150	0.2096432557
2151	0.2095829486
2152	0.2095450771
2153	0.2094788736
2154	0.2093837364
2155	0.2092598002
2156	0.2091353673
2157	0.2090978258
2158	0.2089981015
2159	0.2089266116
2160	0.2088659452
2161	0.2088475161
2162	0.2087700168
2163	0.2087469069
2164	0.2087254674
2165	0.2086181378
2166	0.2085796289
2167	0.2084958005
2168	0.2083790461
2169	0.2082864776
2170	0.2082107919
2171	0.2081849376
2172	0.208046313
2173	0.208001259
2174	0.2079472199
2175	0.2079235596
2176	0.2078431982
2177	0.207776875
2178	0.2077438642
2179	0.2076503773
2180	0.2076252258
2181	0.2075908514
2182	0.2075386391
2183	0.207479753
2184	0.2074695351
2185	0.2073226108
2186	0.2072882271
2187	0.2072414455
2188	0.2071998894
2189	0.2070858098
2190	0.2070446516
2191	0.2069267391
2192	0.2069019401
2193	0.2068625931
2194	0.2067653241
2195	0.2066902858
2196	0.2066022569
2197	0.2065248953
2198	0.2064210085
2199	0.2063758292
2200	0.2062697904
2201	0.20618804
2202	0.2061252525
2203	0.2060507716
2204	0.2060011822
2205	0.2059326021
2206	0.2058738332
2207	0.2058441946
2208	0.2057824995
2209	0.205736246
2210	0.2056729157
2211	0.2055972675
2212	0.2055112909
2213	0.2054600481
2214	0.2054091458
2215	0.2053995978
2216	0.2052902644
2217	0.2052450234
2218	0.2051541745
2219	0.2051085438
2220	0.2050167672
2221	0.2049457066
2222	0.2048111194
2223	0.2047856369
2224	0.2047321757
2225	0.2046059976
2226	0.2045483016
2227	0.2044847969
2228	0.2044410709
2229	0.2043916987
2230	0.2043414914
2231	0.2043107095
2232	0.2042740745
2233	0.2042465132
2234	0.2041498107
2235	0.2040287948
2236	0.2039440788
2237	0.2038850276
2238	0.2038024519
2239	0.2037796983
2240	0.2037373177
2241	0.203643874
2242	0.2036133922
2243	0.2035262535
2244	0.2034389993
2245	0.203387005
2246	0.2033618477
2247	0.2032837074
2248	0.2031920608
2249	0.2031534662
2250	0.2031272934
2251	0.2030623543
2252	0.2029938586
2253	0.2028984387
2254	0.2028425259
2255	0.2028198407
2256	0.2027714329
2257	0.2027291337
2258	0.2026990077
2259	0.2026160562
2260	0.2025117176
2261	0.2024726903
2262	0.2023861422
2263	0.2022436418
2264	0.2021594664
2265	0.2020808888
2266	0.2020157931
2267	0.2019566977
2268	0.2018711173
2269	0.201835494
2270	0.201777634
2271	0.2017356595
2272	0.2016860417
2273	0.2016518344
2274	0.2015621882
2275	0.2014979866
2276	0.2013737292
2277	0.2013231128
2278	0.2012790868
2279	0.2011915657
2280	0.2011605471
2281	0.2010751213
2282	0.200995989
2283	0.2008966936
2284	0.2008162643
2285	0.2007245787
2286	0.2006656022
2287	0.2006041426
2288	0.2005174273
2289	0.2004383725
2290	0.2004039851
2291	0.2003531715
2292	0.200292243
2293	0.2002473535
2294	0.2002254054
2295	0.2001455727
2296	0.2000863706
2297	0.2000307818
2298	0.199978899
2299	0.1999157147
2300	0.1998298341
2301	0.1997400596
2302	0.1996819272
2303	0.1996122007
2304	0.1995872588
2305	0.1994937218
2306	0.1994120099
2307	0.1993143927
2308	0.1992495355
2309	0.1991570824
2310	0.199102149
2311	0.1990551437
2312	0.1990070256
2313	0.1989474784
2314	0.1989045299
2315	0.198825945
2316	0.1987505737
2317	0.1986772788
2318	0.1986112132
2319	0.1985518347
2320	0.1984752715
2321	0.1983946059
2322	0.1982811503
2323	0.1982691859
2324	0.1981999969
2325	0.19816748
2326	0.1981345017
2327	0.1980809151
2328	0.198010521
2329	0.1979684031
2330	0.1978422543
2331	0.1978120556
2332	0.1977656782
2333	0.1977030661
2334	0.197660677
2335	0.1976232944
2336	0.197572781
2337	0.1975101954
2338	0.1974637121
2339	0.1974174039
2340	0.1973669884
2341	0.1973402659
2342	0.1972539171
2343	0.1971961127
2344	0.1971171682
2345	0.1970380868
2346	0.1969968218
2347	0.1969335334
2348	0.196818174
2349	0.1967205246
2350	0.1966219457
2351	0.1965801662
2352	0.1965162899
2353	0.1964738951
2354	0.1964579422
2355	0.1963562948
2356	0.1963167431
2357	0.1962770685
2358	0.1962207542
2359	0.1961587603
2360	0.1961392758
2361	0.1960917011
2362	0.1959898294
2363	0.1959303144
2364	0.195851915
2365	0.1958271244
2366	0.195764942
2367	0.1957350437
2368	0.1956546287
2369	0.195608132
2370	0.1955163537
2371	0.1954695619
2372	0.1953927827
2373	0.1953168655
2374	0.1952138778
2375	0.1951524403
2376	0.1950375035
2377	0.1949946314
2378	0.1949271085
2379	0.1948903771
2380	0.1947883415
2381	0.1946574308
2382	0.1945600285
2383	0.1944959442
2384	0.1944186968
2385	0.1943653136
2386	0.1942992721
2387	0.1942189094
2388	0.194103791
2389	0.194023251
2390	0.1939989112
2391	0.1939500551
2392	0.1938853953
2393	0.1938393169
2394	0.193789964
2395	0.1937478476
2396	0.1937172444
2397	0.1936701832
2398	0.1935799761
2399	0.1935282866
2400	0.1934659466
2401	0.1934268918
2402	0.1933767219
2403	0.1933372177
2404	0.1932461973
2405	0.1932227857
2406	0.1931644054
2407	0.1930996261
2408	0.1930553535
2409	0.1929932389
2410	0.1929226595
2411	0.192873157
2412	0.1927879615
2413	0.1927169095
2414	0.1926206648
2415	0.1925291891
2416	0.1924626775
2417	0.1924327519
2418	0.192404629
2419	0.1923222635
2420	0.1922444919
2421	0.1921991119
2422	0.1921073207
2423	0.1920320063
2424	0.1919868315
2425	0.191912476
2426	0.1918515477
2427	0.1917656158
2428	0.1916702868
2429	0.1916341379
2430	0.1915319245
2431	0.1914386476
2432	0.191421495
2433	0.1913671286
2434	0.1912647578
2435	0.1912333478
2436	0.1911872726
2437	0.1911329073
2438	0.1910696851
2439	0.1910225279
2440	0.1909655958
2441	0.1908952032
2442	0.1908731568
2443	0.1907914074
2444	0.1906975608
2445	0.1906259849
2446	0.1905964389
2447	0.190528049
2448	0.1904329619
2449	0.1903670752
2450	0.1902798783
2451	0.1902544909
2452	0.1902139715
2453	0.1901940594
2454	0.190166035
2455	0.1901084116
2456	0.190040286
2457	0.1899554828
2458	0.189893017
2459	0.1898650538
2460	0.1898022968
2461	0.1897775919
2462	0.1897360924
2463	0.1896990922
2464	0.1896796745
2465	0.1896585105
2466	0.1896140023
2467	0.1895574198
2468	0.1894605624
2469	0.1893991688
2470	0.1893624651
2471	0.1893182963
2472	0.1892107498
2473	0.1891835729
2474	0.1891363428
2475	0.1890781076
2476	0.1890028009
2477	0.1889299812
2478	0.1888828256
2479	0.1888179244
2480	0.1887717371
2481	0.1887004901
2482	0.1885946752
2483	0.1885260569
2484	0.1884549965
2485	0.1884117032
2486	0.1883332246
2487	0.1882929351
2488	0.188264469
2489	0.1881904229
2490	0.1881101397
2491	0.1880391864
2492	0.1879519255
2493	0.187892121
2494	0.1878661828
2495	0.18784417
2496	0.1877646433
2497	0.1877430143
2498	0.1877192754
2499	0.1876429123
